Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","277.425152","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","926.166209","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","906.308869","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","1178.284133","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","1490.007636","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","1435.109188","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","1660.936117","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","2313.048536","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","2718.717963","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","1371.131631","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","1178.737766","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","1384.573192","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","1124.254393","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","914.813251","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","810.634315","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","763.037943","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","658.160266","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","617.935604","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","754.629932","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","785.871106","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","724","Spain","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2020","2020","millions","847.887204","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","428.012573","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","527.465846","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","648.874924","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","639.552658","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","886.915784","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","831.362544","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","776.620598","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","962.358453","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","832.133587","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","910.714948","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","982.668425","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","928.115912","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","999.390285","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","945.955893","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","662.016049","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","686.522509","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","697.051937","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","856.138545","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","752","Sweden","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","789.778414","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
